Update,Date,Ticker,Likes,Trader,Seguidores,Profile_Url,Recommendation,Title,Content,Sentiment
,2023-09-27 05:13:01,XAUUSD,3,VantageMarkets,3804,/u/VantageMarkets/,Short,Gold H4 | Rising into 23.6% Fibo resistance,xauusd rise toward pullback resist potenti revers toward profit target pullback resist align  fibonacci retrac pullback resist align  fibonacci retrac profit pullback support pleas advis inform present tradingview provid vantag ‘vantag global limited’ ‘’ thirdparti provid ‘everest fortun ’ pleas remind sole respons trade decis account involv trade inform content intend entir research educ inform purpos constitut invest consult advic invest strategi inform tailor invest specif person therefor involv consider invest object financi situat viewer receiv kindli perform reliabl indic futur result actual result differ materi anticip forwardlook perform statement assum liabil accuraci completen inform content provid herein compani cannot respons omiss mistak damag includ without limit profit relianc inform suppli everest fortun,-1
Updated ,2023-09-26 17:06:36,XAUUSD,3,Jerome-Leon,48,/u/Jerome-Leon/,Short,XAUUSD trade analysis,comment activ comment activ comment activ comment activ comment activ comment activ comment activ price oneweek appear vulner extend downward feder reserv hawkish outlook push treasuri yield higher weigh price dollar yeartod anoth factor weaken price significantli yesterday test support $ price support $ price bearish pressur target target $ $,-1
Updated ,2023-09-26 13:16:35,EURUSD,5,walidmaksoud83,557,/u/walidmaksoud83/,Short,Bearish EURUSD,comment comment start upward identifi comment comment approach identifi comment comment reach resum bearish broken strong support wait retest action candl confirm posit confluenc primari structur downward mpving volum indic continu bearish retest,-1
,2023-09-25 10:01:24,CADCHF,11,VahidTradingCR,245,/u/VahidTradingCR/,Short,CADCHF: 25/09/2023:🔴Important Zone,bullish collect liquid expect trade confirm 💡 updat 🗓 🔎 💌 comment 💌,-1
,2023-09-26 09:46:43,SPX500USD,3,evarmayi,188,/u/evarmayi/,,SPx500 4H (Pivot Price: 4316),direct direct resist price & & support price & & timeframe4h,0
Updated ,2023-09-27 09:21:03,EURJPY,2,Khiwe,1088,/u/Khiwe/,,EURJPY Potential Bulish Pullback Ahead,comment realli bearish close manual analysi eurjpi evid bearish analysi binari option explor momentum potenti target potenti toward closer examin observ format indic presenc potenti demand within untest demand patient await signal bullish theori present anticip price highrisk requir monitor develop trade,0
Updated ,2023-09-27 05:23:53,XAUUSD,9,MHMarkets,178,/u/MHMarkets/,,GOLD FORECAST . . . ,comment respect previou expect bearish continu comment see bearish retrac momentum within previou comment comment expect action continu bearish respect current previou & trader,0
,2023-09-27 04:49:09,EURUSD,1,galaleloseate2,4,/u/galaleloseate2/,,EURUSD Trade Idea Progression ,eurusd buysid liquid anticip sweep buysid draw liquid probabl updat playout,0
,2023-09-27 04:08:15,CELOUSDT.P,1,mudusir,16,/u/mudusir/,Long,CELOUSDT - Double Bottom   ,celousdt exhibit doubl bottom diverg observ indic format bullish,1
Updated ,2023-09-27 02:39:59,USDCHF,2,DMFX_INVESTMENT,12,/u/DMFX_INVESTMENT/,Long,USD/CHF potential long,comment current comment profit bullish confluenc fundament current interest option rais interest current,1
Updated ,2023-09-26 21:19:16,BTCUSD,3,nothingchangehere,24,/u/nothingchangehere/,Short,Chart Pattern Analysis Of Bitcoin,comment downtrend linek4 nearest uptrend ’ signal uptrend recov downtrend second volum uptrend recov posit suppli demand pressur temporarili balanc resist like happen come continu comment verifi suppli demand pressur temporarili balanc possibl price resist increas happen continu downtrend volum second posit downtrend downtrend nearest uptrend nearest uptrend like termin here26202660stop evid anoth,-1
Updated ,2023-09-26 13:07:42,LINKUSDT,17,TraderE9,284,/u/TraderE9/,Long,LINK RANGE BOUND - BUT FOR HOW LONG?,comment bullish engulf look someth comment particular complet similar anticip top liquiidti comment breach liquid stay within come tripl weekli switch look trendlin comment current attack trendlin expect arriv regain momentumn broken retest target comment broken trendlin retest complet comment arriv shorter target highlight previou comment yellow wit switch upsid await trendlin await retest confirm post cancel tradingview subscript increas hidden charg therefor analysi updat close target reach monitor monthsth weekli weekli weekli action show rins everytim look enter produc engulf candl show strong revers around  upsid around  chop manag downsid previou purpl test trendmast flash impuls switch retrac retrac hover overwatch neutral current monitor orang accumul bottom weekli whiit signal candl appear overwatch look action timefram accumul pattern happen around previou impuls someth recent bearish engulf candl concern move forward confirm bullish engulf candl happen updat monitor move forward,1
,2023-09-26 18:01:29,AUDNZD,2,CryptoPAMM,6022,/u/CryptoPAMM/,Long,AUDNZD from bottom to top of the range,bottom form expect audnzd rise potenti higher broken,1
Updated ,2023-09-26 17:06:57,XAUUSD,3,Anthony-Ryan,59,/u/Anthony-Ryan/,Short,US dollar index hits new high,activ seiz opportun activ comment sell190 tp1890 sl1904 econom comment feder reserv dollar continu strengthen directli caus suppress monday subsequ current price continu weaken retest followup focus,-1
Updated ,2023-09-26 13:10:57,XAUUSD,2,GHOSTFX_GANG,65,/u/GHOSTFX_GANG/,Short,GOLD POTENTIAL MOVE,activ close target reach reach anticip support there probabl support expect atleast happen,-1
Updated ,2023-09-26 10:17:16,SPY,2,alleytrader,1232,/u/alleytrader/,Long,"SPY, my plan for early part of the week",comment coupl thing comment open circl open action support overnight buyer respond either comment tomorrow comment bearish market remain yesterday session arang circl look support action support impulis monday howev sideway start around tuesday,1
Updated ,2023-09-27 05:55:10,XAGUSD,3,JackThePipper,80,/u/JackThePipper/,Short,XAGUSD Short,activ potenti downsid silver break multipl reject $ $ strong support wait like test,-1
Updated ,2023-09-27 05:09:20,XAUUSD,6,fiknik,125,/u/fiknik/,Long,XAUUSD - LONG OPPORTUNITY,cancel activ structur & indic,1
Updated ,2023-09-27 04:51:07,SI1!,11,VincePrince,35340,/u/VincePrince/,,"SILVER FUTURES, Pullback-Developments, BEARISH Indication!",comment analysi updat silver futur set complet format comment updat currenc treasuri strength upsid dynam bearish silver futur comment analysi updat mention recent silver complet decis ascendingwedg recent priceact approach initi target convert continu global comment analysi updat silver futur increas bearish pullback penetr structur level silver futur set bearish increas target second target welcom analysi silver futur sever timefram perspect silver futur recent show import pullback remain level within structur market perspect market recent show massiv strength tbill emerg sever higher continu upsid movement upsid movement within usdollar currenc continu strong movement upsid put pressur silver futur within silver futur form gigant bearflagform action test boundari consecut boundari test alreadi increas possibl massiv bearish pressur action actual form breakout boundari within structur action form sever consecut sever pullback continu increas bearish momentum bearish pressur downsid uncommon perspect sever import analysi factor consid within especi increas within tbill support bearish scenario silver necessari determin actual momentum set silver futur complet gigant bearflagform targetzon firstli within action reach momentum revers possibl import determin targetzon within dynam manner everybodi watch analysi support greatli appreci,0
,2023-09-27 04:19:33,GLMRUSDT,2,MICHEL_CST,19,/u/MICHEL_CST/,,GLMR Want more uptrend ,updat look strong ’ expect higher retest higher bearish decid … advic … manag ⚠️,0
,2023-09-27 03:44:40,NQ1!,2,Tr8dingN3rd,996,/u/Tr8dingN3rd/,Long,Nasdaq Bounce from L-MLH,yesterday context react centerlin pulback brought lowermedianlineparallel start bounc support diverg confirm potenti bounc believ support downslop chang behaviour enough strenght broken expect pullback target centerlin humpday tr8dingn3rd,1
Updated ,2023-09-27 03:37:39,NG1!,7,nen,89,/u/nen/,,Gas Wars,comment anoth perspect forc play market curv support resist action scenario break support break resist level gather momentum creat signific regardl direct regardl either scenario probabl comment bounc support intermedi resist yellow mark curv resist mark resist interest action resist potenti toward orang consid support hold enter special instrument regardl direct attempt simpl walkov barrier comment resist analysi prefer neutral action situat natur interest want tri interpret forc recent evolut market bottom momentum qualiti wavemov post regard partial anticip natur scenario littl surpris almost charg tumbl anoth similar result immedi turnaround momentum relev sever turnaround interest situat though repres highlight success higher chang volatil market basic forc push reced bring sooner scenario concern incurs toward orang support bounc rectangl consid easili qualifi scenario aggress sens opposit potenti rectangl reach specifi trigger revers scenario charg pictur clone experi empir strike alway return continu market perfect trade profit trade take,0
,2023-09-26 22:53:45,JUBLFOOD,2,Coral_Scorpio-1,30,/u/Coral_Scorpio-1/,Long,"JUBILANT FOODWORKS LTD.,",jubil foodwork strong bullish pattern complex draw present howev better clariti publish thorough understand target follow weekli close market opportun time minut observ analysi target understand subject learn purpos,1
,2023-09-26 21:09:25,US30,2,nassaro,9,/u/nassaro/,Long,Us30 are we ‘going up ?,,1
Updated ,2023-09-26 21:00:35,ATOMUSDT,14,ScalpTrader69,1065,/u/ScalpTrader69/,Short,ATOMUSDT By HesamUNT,comment reject comment reject comment target strong confirm weekli comment resist comment cheer comment candl support comment expect midterm scenario comment retest reject dynam trader comment,-1
,2023-09-26 17:45:16,GBPUSD,1,fslobo,1,/u/fslobo/,Short,GBP down trend towards 1.213,gbpusd toward fibonacci support sell opportun,-1
,2023-09-26 12:34:50,FILUSDT,3,karaco2022,87,/u/karaco2022/,,"Get up, FIL",currenc fall support possibl growth currenc expect analysi mention import support resist rang currenc,0
Updated ,2023-09-27 09:49:42,XAUUSD,3,Traders-Marvin,2,/u/Traders-Marvin/,Short,Gold’s rebound didn’t come as expected,comment continu littl chanc shortterm rebound comment expect price fallen comment alreadi arriv expect arriv comment expect predict follow current medium feder reserv possibl interest affect market,-1
Updated ,2023-09-27 06:01:30,EURGBP,13,AJack_FX,618,/u/AJack_FX/,Short,EURGBP today.,activ comment ⚡️eurgbp ground psycholog eurozon provid support comment ⚡️ lagard weakn european economi analyst expect eurgbp ground head headwind activ comment ⚡️ sterl continu shortterm  august activ comment ⚡️ everyth activ ⚡️ eurgbp stretch handl friday trade close percent upsid see trade sterl februari ⚡️ england pull broadlyanticip thursday inflat figur economi broadli expect central see inflat faster previous expect ⚡️eurozon purchas manag figur friday headlin composit septemb print revers forecast declin climb previou period ⚡️ underli compon posit leav limit upsid follow releas ⚡️ servic print forecast improv previou ⚡️ manufactur compon flub market forecast print disappoint tick previou entir miss market expect improv,-1
,2023-09-27 05:40:57,USDCHF,3,ForexPlanet20,162,/u/ForexPlanet20/,Long,USDCHF Long Term Selling Trading Idea,trader usdchf forecast planet usdchf analysi 👆 🟢 includes_ market updat 🟢 opportun usdchf market 🟢 assur profit trader improv technic analysi skill trade understand analyz market multipl timefram understand bigger pictur chart,1
,2023-09-27 04:39:49,USOIL,3,aayushmainali08,4,/u/aayushmainali08/,Short,The price of USOIL may potentially decline further. short?,toward confirm triangl guidelin usual retrac percent usual percent usual beyond,-1
,2023-09-27 03:25:04,DXY,2,BFUFX_MARKETS,14,/u/BFUFX_MARKETS/,Short,DXY MIGHT BE BEARISH DURING LONDON,dollar demonstr bullish like persist futur recent market activ result possibl temporari retrac elimin selsid liquid upward ensu,-1
Updated ,2023-09-27 08:01:28,XAUUSD,2,musclemilk0075,3093,/u/musclemilk0075/,,XAU / USD  Daily Chart,comment wait posit trader dollar strong yield downsid mark look revers pullback reject wait patient overnight session analysi closer session thank wednesday,0
Updated ,2023-09-27 01:43:53,BORORENEW,11,TWTC,463,/u/TWTC/,,BORORENEW: A Correction on cards?,comment captur entir analysi comment  bounc premark support 🚀💰 necessari pointer tri thing simpl concept boostcom writeup resist broken investor consolid bearish crossov trade reject breakdown consolid buyer reviv correct support test weaken fundament happen insight question comment 👇 motivation🚀 ⚠️disclaim regist advisor express mere person opinion irrespect languag noth mention consid advic recommend pleas consult financi advisor make invest decis everybodi ✌🏻,0
Updated ,2023-09-27 01:23:22,XAUUSD,6,FXCM,463,/broker/FXCM/,Long,XAUUSD H4 | Rising toward resistance level?,close reach analysi bounc overlap support profit multisw resist place support invest warn trade forexcfd margin carri suitabl investor leverag capit market limit wfxcmcomuk complex instrument lose rapidli leverag  retail investor account trade provid consid whether understand whether afford lose strato europ previous wfxcmcomeu complex instrument lose rapidli leverag  retail investor account trade provid consid whether understand whether afford lose australia limit wfxcmcomau trade fxcfd carri signific pleas financi servic product disclosur statement target market determin busin wfxcmcomau strato global wfxcmcommarket loss exceed deposit pleas advis inform present tradingview provid ‘company’ ‘’ thirdparti provid ‘ global ’ pleas remind sole respons trade decis account involv trade inform content intend entir research educ inform purpos constitut invest consult advic invest strategi inform tailor invest specif person therefor involv consider invest object financi situat viewer receiv kindli perform reliabl indic futur result actual result differ materi anticip forwardlook perform statement assum liabil accuraci completen inform content provid herein compani cannot respons omiss mistak damag includ without limit profit relianc inform suppli global speaker neither employ repres therefor act independ opinion constitut gener market commentari constitut opinion advic person invest advic neither endors guarante offer speaker respons content verac opinion thirdparti speaker present particip,1
,2023-09-26 23:12:09,STORJUSDT,3,Trader_Landry,1074,/u/Trader_Landry/,Short,STORJ is testing a major resistance...,futur current test strong resist around $ previou structur,-1
,2023-09-26 22:44:41,ETHUSD,3,Cryptophile622,189,/u/Cryptophile622/,Long,ETH Macro Ready For Another Rip?,weekli ethereum current show bullish continu upsid frame current confluenc continu retest liquid retest run bottom weekli upsid rise environ reason respond posit certainli potenti brake indic seriou market market current trade  current target retrac approxim  higher target unbroken retrac approxim  higher import trade button select edit account,1
,2023-09-26 15:13:43,ZILUSDT,2,MarsSignals,4892,/u/MarsSignals/,Long,ZILUSDT,analysi zilusdt support support continu upward movement expect surpa resist break support cannot support howev weekli candl close posit expect upward,1
,2023-09-26 14:48:38,GBPUSD,2,Draeco,4,/u/Draeco/,Short,gbpusd,potenti tomorrow hop order occur accumul wouldv metamask forget current take second challeng ignor theyr larger account,-1
,2023-09-26 13:23:31,TRBUSDT.P,2,ensue-ensue,17,/u/ensue-ensue/,Short,TRB S,touch begin start doubl,-1
,2023-09-26 12:30:17,BANKNIFTY,2,Financial_School,61,/u/Financial_School/,Long,Bank Nifty WZL for 27-Sep-2023,banknifti 27sep2023 wizard levelszon > belowment close support becom resist resist becom support > follow kindli follow manag posit size > percept market kindli analysi clariti market > level share > blueprint happen kindli analysi support,1
Updated ,2023-09-26 12:09:43,GOLD,3,TradingwithBelieve,34,/u/TradingwithBelieve/,Short,XAUUSD Break his Resistance might Go Down,activ posit close target reach enjoytrad happytrad enjoyprofit xauusd timefram signal xauusd technicalanalysi tradingopportun diverg tradingsign trader 👋 potenti trade opportun xauusd technic analysi 📊 📉 previous bearish firstli timefram wit bearish xauusd 🐻 📊 opportun current look potenti opportun bearish 📈 \ 🎯 🚀 💰 invest advic pleas rememb trade carri essenti weldefin trade proper manag stoplo order analysi educ inform purpos consid financi advic research consid toler enter trade favour 🚀📈💰 happytrad profitopportun tradesmart tradingwithbeliev,-1
,2023-09-26 11:56:46,INSW,2,vssebuyungo,12,/u/vssebuyungo/,Long,LONG Shipping Stocks,ship stock reason industri move consolid correct overextend rel strength earn test bullish multipl multipl bullish alway timefram stock sector move lead lead alway  second sector initi  account doubl origin posit  posit   posit  initi initi  favour sourc knowledg minervini constanc william speaker trader youtub indic period move averag composit constanc catch failur bound indic sometim diverg indic composit set author constanc conni length momentum length length simpl move averag exponenti move averag period move averag,1
,2023-09-26 09:14:15,NIFTY,3,DhruvDeora,1,/u/DhruvDeora/,Long,NIFTY - RETRACEMENT ON THE CARDS?,fall continu make market digest hawkish support rise form doubl upcom bounc show diverg evid today septemb trade session show resili futur roughli point moodi warn potenti downgrad economi shutdown bounc manag sustain buy wit expect bullish monthli expiri thursday bear event,1
Updated ,2023-09-26 09:08:34,BTCUSD,3,_AU79888_,29,/u/_AU79888_/,Short,Purple line significance ,comment strength weekli affect outcom predict appear howev outweigh current market sentiment like continu downward movement expect movement toward chang reass believ ’ pretti bitcoin wise manag accordingli over bitcoin extrem bullish import longterm achiev,-1
,2023-09-26 09:02:27,LOOMUSDT,2,zains0331,34,/u/zains0331/,Short,LOOMUSDT - POTENTIAL SETUP,loomusdt look littl correct,-1
,2023-09-26 07:54:43,BTCUSD,1,Le-tradeur-de-fortune-and-co,866,/u/Le-tradeur-de-fortune-and-co/,,BTC: Is RSI right?,leav oversold indic potenti rebound toward $ bolling,0
,2023-09-25 10:20:01,GBPJPY,10,AnabelSignals,10513,/u/AnabelSignals/,Long,GBPJPY Technical Analysis! BUY!,subscrib opinion gbpjpi instrument import psycholog bullish technic indic supper precis bullish signal predict chang potenti revers market target indic subsequ trade thought indic ongo bullish sentiment trade indic bearish sentiment ———————————,1
,2023-09-26 07:04:15,XAUUSD,6,ProSignal-team,10,/u/ProSignal-team/,Long,Possibility for Gold to Return to 1945 Levels,12hour timefram current import support level possibl bounc upward within consid dollar expect downward confirm downward,1
Updated ,2023-09-27 06:38:10,FLMUSDT,10,AhMohHe,61,/u/AhMohHe/,Long,FLM | There is still a huge margin of potential for new highs.,activ pleas despit strong correct currenc undergon believ decis maintain margin capit candl target,1
,2023-09-27 06:33:00,DXY,5,Trader_Rasin,8,/u/Trader_Rasin/,Short,DXY PRICE EXAUSTED & TESTING HTF AREA OF VALUE TO MAY BE SELL OF,patient prepar golden bearish test ofcours continu push higher atleast pullback liquid intrest buy breath enouph thinkin comment section & thank,-1
Updated ,2023-09-27 06:01:20,XAUUSD,27,AJack_FX,618,/u/AJack_FX/,Short,Fed raises interest rates by 4% Where will XAU go?,comment activ comment activ comment ⚡️former presid donald interest reelect pressur revers monetari polici activ activ comment ⚡️ yellow recent session strong inflat econom activ fail convinc market interest immin limit dollar sixmonth comment ⚡️ everyth accord comment ⚡️ forecast xauusd continu sell pressur comment ⚡️ activ comment activ comment ⚡️ global market adjust outlook european central thursday rais record  signal comment ⚡️ wide expect interest conclus twoday meet wednesday comment ⚡️ expect inflat point hawkish outlook activ comment ⚡️ price continu declin interest decis current benchmark polici unchang  comment ⚡️ maintain posit around $ econom ’ hawkish stanc interest trajectori bolster dollar activ comment ⚡️ price xauusd recov recent loss fall weekli $ trade friday xauusd  activ activ comment ⚡️ everyth accord activ comment ⚡️ littl chang cling $ despit hawkish comment ⚡️ includ consum confid durabl order initi jobl claim provid direct activ comment ⚡️market debat comment ⚡️ reflect strong economi softland prospect comment ⚡️trader price likelihood polici higher extend period comment ⚡️treasuri yield meet benchmark 10year highest activ comment ⚡️everyth activ ⚡️ dollar’ weekli retreat month anoth lifelin friday help secur yellow ’ $ territori modest weekli ⚡️ ’ abil $ support spotlight headlin read consum surg beyond expect second boost concern inflat potenti feder reserv aggress interest ⚡️global market adjust outlook european central thursday rais record  signal ⚡️ central ’ desir inflat remain  necessari ⚡️pleas look forward,-1
Updated ,2023-09-27 09:41:05,SPOTCRUDE,3,JackThePipper,80,/u/JackThePipper/,Long,WTF Crude Long,activ close target reach alrighti target reach look look potenti breakout pattern horizon,1
Updated ,2023-09-27 08:45:35,XAUUSD,4,Zenobia-Harte,33,/u/Zenobia-Harte/,Long,Is There Hope for Gold Bulls?,activ current market declin recommend market rebound choos market activ downward recommend market continu dollar continu strengthen without suspens posit continu dollar’ bullish pattern continu establish mediumterm downward pattern fall xauusd judg structur fluctuat downward reach minimum around continu declin pressur sell seller momentum move averag system shortterm move averag longterm move averag downward form posit indic current market strong declin market remain volatil overnight close chang shortterm short ralli rebound move averag pressur tri,1
Updated ,2023-09-27 04:12:51,USOIL,26,Hellena_Trade,1870,/u/Hellena_Trade/,Long,Hellena | Oil (4H): Long to resistance area 92.48 (Wave 5).,comment colleagu come expect realiz remind believ comment strongli recommend trade breakeven moment colleagu assum movement nearest target resist manag capit correctli compet trade reliabl pattern,1
Updated ,2023-09-27 04:00:49,EURCHF,7,maxmill680,3,/u/maxmill680/,Short,Short EURCHF,comment toujour attent déclenchement toujour  retail lincertitud donné linflat europ semain exécuté demain risqu réduit comment  retail entrain casser hauss trendlin baissièr faudrait attendr clotur lopportunité sembl séloigner fondamental pression périod stagflat heaven techniqu retour trendlin baissièr retour niveau résistanc retour niveau diverg baissièr jattendrai confirm placer trendlin sentiment retail  attent vendredu europ risqu dapport beaucoup volatilité faudra gestion serré moment clôture partiel attent également techniqu ralentiss tendanc baissièr septembr correct haussièr actuel sembl également attentif compt prendr risqu,-1
,2023-09-27 02:18:47,EURGBP,3,Future_Wei,52,/u/Future_Wei/,Long,EURGBP Long,eurgbp weekli bullish breakout possibl follow bullish breakout weekli bullish trade easier,1
Updated ,2023-09-27 02:04:33,KAVAUSDT,1,ChartsInsights,55,/u/ChartsInsights/,Long,KAVA/USDT 1 Day long position setup,activ kavausdt posit fail show revers bullish diverg suggest upward movement like come over bullish kavausdt posit consid pleas financi advic alway research make invest decis,1
Updated ,2023-09-27 00:34:31,XAUUSD,2,TrendTamer_Trading,9,/u/TrendTamer_Trading/,Long,Trading strategy during prison ,comment xauusd continu neutral feder reserv interest unchang septemb monetari polici meet signal possibl increas interest higher longer latest survey market analyst retail investor expect increas specif street analyst particip survey  predict price higher  predict price decreas  neutral meanwhil  retail investor believ increas  predict decreas  maintain neutral futur latest survey retail investor expect price around usdounc higher predict,1
,2023-09-26 23:55:20,XAUUSD,3,TraderChamp-Pro,175,/u/TraderChamp-Pro/,Short,GOLD WILL CONTINUE TO FALL BELOW THIS LEVEL OF SUPPORT,significantli follow bearish hourli timefram import support form $ believ sell pressur attempt bearish breakout highlight support price downsid toward support $ support highlight identifi breakout confirm,-1
Updated ,2023-09-26 23:22:08,MKRUSDT,27,moonypto,1426,/u/moonypto/,Long,Can $Maker (MKR) make it?,comment target ✅ comment comment comment comment comment comment comment comment comment comment makerdao platform respons stablecoin publish roadmap updat dub endgam updat streamlin ecosystem launch unifi ident flagship releas subdao farm endgam deploy blockchain aim increas govern secur ecosystem implement featur tokenom comment comment comment comment close target reach comment comment comment activ activ comment contract lend platform enabl lock collater exchang $ trade volum million dollar  inflat come novemb effect market resist target,1
,2023-09-26 21:14:07,ARKUSDT.P,2,MICHEL_CST,19,/u/MICHEL_CST/,Short,ARK H/S at OB,breakdown necklin shoulder creat timeframe… follow bearish bullish timefram … manag follow updat decent trade,-1
,2023-09-26 20:47:22,ANKRUSDT,2,readCrypto,18442,/u/readCrypto/,,0.02002-0.02122: Short-term uptrend begins,trader follow alway inform quickli pleas “” ankrusdt chart whether import current posit around support resist howev resist appear signific whether receiv support within section current posit around countermeasur support resist form current posit therefor whether receiv support higher possibl countermeasur need support around expect shortterm upward howev expect anoth support resist rise begin expect around level ** explan refer guarant profit invest ** trade volum display candl display darkest darkest trade volum > > > > trade volum ** people’ knowhow consider amount ** creat knowhow,0
Updated ,2023-09-26 18:26:45,USDJPY,2,vas132vas,3,/u/vas132vas/,Short,USDJPY 60m Intraday find entry to SHORT 144. 150 Menthal STOP.,comment target higher limit & market,-1
,2023-09-26 18:07:36,XAUUSD,1,justclueless123,9,/u/justclueless123/,Short,xauusd-mentoring,xauusd specul weekli sideway channel monthli like breakup reject *** toler intellig peopl ban think offend imbecil fmdostoyevski,-1
Updated ,2023-09-26 17:35:26,EURUSD,4,AahmedD,27,/u/AahmedD/,,EURUSD Buy Zone,activ trader analysi eurusd alway manag,0
,2023-09-26 16:56:29,QNTUSDT,3,Ifiok-2sydes,35,/u/Ifiok-2sydes/,,Quant $QNT in a falling Wedge,decis action current print massiv fall timefram current action continu support action revers higher price,0
,2023-09-26 14:56:22,XAUUSD,2,Wakeel_Saab,51,/u/Wakeel_Saab/,Short,Gold sell,drasctic chang reject bearish support retest latest broken wait get signal bearish engulf morbozu invert hammer short,-1
,2023-09-26 14:44:17,WTI,3,Daniel_Thompson,231,/u/Daniel_Thompson/,Long,WTI Crude Oil Long,prefer posit target & extens altern scenario downsid & target comment advoc upsid,1
,2023-09-26 13:45:42,BTCUSDT.P,3,EthanTW,1913,/u/EthanTW/,,BTC 2 scenarios about short & long,shoulder bitcoin potenti previou analysi current bitcoin necklin retest reject bitcoin finish retest structur target fall bitcoin creat potenti regard continu structur wave24853~ bitcoin bottom fibonacci retrac therefor bitcoin fall target ~,0
,2023-09-26 13:42:55,USOIL,3,manvirsingh1984,0,/u/manvirsingh1984/,,Range Breakout of US OIL,breakout level,0
,2023-09-26 12:44:59,KASUSDT.P,1,FOMOcapital_,0,/u/FOMOcapital_/,,KAS may be topping out short term,zoom hourli $ form top structur form begin august cautiou level continu monument volum decreas reach latest,0
Updated ,2023-09-26 12:15:58,QQQ,23,Moshkelgosha,11383,/u/Moshkelgosha/,Long,A non Biased startegy for the next 10 days!,comment + comment + comment target contact system + comment + comment comment + without predict direct comment + comment + comment + comment + comment + comment comment comment comment + comment + comment + comment comment comment + comment + comment ++ close target reach comment share publicli comment masterpiec provid opportun  profit without know direct comment market jerom direct honestli strangl,1
,2023-09-26 11:28:01,ISRG,3,vf_investment,2864,/u/vf_investment/,Long,"Double bottom on Intuitive Surgical, INC.",doubl bottom suggest chang direct higher possibl uptrend buyerssel seller creat downtrend support rebound shortcov consid enter posit current around support recommend profit profit,1
,2023-09-26 11:26:47,STORJUSDT,2,zains0331,34,/u/zains0331/,Short,STORJUSDT - POTENTIAL SETUP,storjusdt look correct,-1
,2023-09-26 10:54:48,AAPL,4,PAZINI19,1219,/u/PAZINI19/,Short,AAPL: Sell idea,pullback indic breakout candl follow volumethank,-1
,2023-09-26 08:53:16,EURUSD,2,The-Trading-Guy,12,/u/The-Trading-Guy/,Short,EUR/USD Pullback ,trader look see offici pullback spike yesterday grab liquid pullback bullish broken remain bearish short opportun within retrac mark resist imbal market follow comment trade,-1
,2023-09-26 07:49:46,NZDUSD,3,HamidNaderi,345,/u/HamidNaderi/,Short,NZD/USD...,nzdusd analysi ` wait bearish signal  account posit forget confirm,-1
,2023-09-26 07:43:47,GBPUSD,3,anakliarfx,17,/u/anakliarfx/,,GBPUSD,sterl remain ’ potenti recess + sterl intens economi expos possibl recess + hike interest servic contract + market remain downbeat central banker expect interest higher longer period ================================================================================ interest unchang central lean toward keep interest “higher longer” tighten inflationari pressur persist econom latest employ report show growth despit rise unemploy latest miss expect latest show contract especi servic sector market ’ expect anymor ======================================================================== interest unchang expect macroeconom project revis higher economi show stronger resili expect show major member expect anoth reaffirm depend proceed care tri optim land moment although aim latest expect market’ price remain roughli labour market display soften although remain fairli strong jobl claim market ’ expect moment,0
,2023-09-27 06:35:12,AUDCAD,2,Armando-Capita,12,/u/Armando-Capita/,Long,LONG,probabl audcad $,1
,2023-09-27 05:59:35,EURNZD,6,TheSignalyst,57252,/u/TheSignalyst/,Long,EURNZD - Looking For Buy Setups ↗️,tradingview famili fellow trader richard thesignalyst eurnzd over bullish trade insid rise pattern current approach trendlin moreov strong support 🏹 highlight circl strong trendfollow setup intersect support trendlin act nonhorizont support trade eurnzd approach circl look bullish revers setup doubl bottom pattern trendlin 📚 alway follow trade regard manag manag strategi manag properli ~,1
Updated ,2023-09-27 04:57:56,EURUSD,5,AliMousavifar,82,/u/AliMousavifar/,Short,EURUSD currency pair is ready to fall,comment comment accord previou longterm analysi condit,-1
,2023-09-27 04:57:02,XAUUSD,3,ATIN6118,75,/u/ATIN6118/,Long,GOLD:long,guyzin resist goldw,1
Updated ,2023-09-27 04:49:06,AUDUSD,9,WillSebastian,7222,/u/WillSebastian/,,AUDUSD TA; Where the best long entry is,comment market comment short avail comment hold short monday comment maintain short mention comment short posit comment dawdl expect lightli inde persist trader amongst current dawdl look resist subsequ bring decis,0
,2023-09-27 04:23:50,AUDCHF,2,ELCapitalFX,1154,/u/ELCapitalFX/,Short,AUDCHF DIRECTION,audchf bullish frame chang charact look retrac advis premium member follow direct audchf,-1
Updated ,2023-09-27 03:57:49,EURUSD,2,CryptoSep,187,/u/CryptoSep/,Short,$EUR is going to these levels next month!!,comment highlight **** yellow inconveni origin twitter share closer eurusd monthli candl close insid monthli candl highlight yellow septemb candl close gamechang mark horizont horizont level month candl manag insid possibl target close head pariti pretti straightforward import level 🤝 support gratitud follow,-1
,2023-09-27 03:18:47,AUDJPY,3,OANDA,187,/broker/OANDA/,Long,AUDJPY to form a higher low?,audjpi expiri correct expect expect revers riskreward current level confirm bullish momentum measur target profit target resist support disclaim beyond inform purpos constitut invest advic solicit inform provid signal centr thirdparti unaffili intend gener circul guarant accuraci inform assum respons inform provid inform account specif invest object financi situat particular particular person account specif invest object financi situat particular make commit includ seek advic independ financi advis regard suitabl invest separ engag accept assum independ view content select chosen strategi research distribut singapor person accredit investor expert investor institut investor pacif ““ accept respons content report person extent requir singapor custom contact matter aris connect informationresearch distribut,1
